,city,year,party,BL,Anzahl Bewerber,darunter Frauen,Prozent Frauen
1302,Groß-Bieberau,2011,SPD,HE,20,5.0,0.25
1303,Groß-Bieberau,2016,CDU,HE,40,11.0,0.275
1304,Groß-Bieberau,2016,FDP,HE,19,6.0,0.3157894736842105
1305,Groß-Bieberau,2016,GRÜNE,HE,22,8.0,0.36363636363636365
1306,Groß-Bieberau,2016,SPD,HE,42,15.0,0.35714285714285715
1307,Groß-Bieberau,2021,CDU,HE,40,14.0,0.35
1308,Groß-Bieberau,2021,FDP,HE,27,8.0,0.2962962962962963
1309,Groß-Bieberau,2021,GRÜNE,HE,24,8.0,0.3333333333333333
1310,Groß-Bieberau,2021,SPD,HE,45,20.0,0.4444444444444444
1311,Groß-Gerau,2016,CDU,HE,20,6.0,0.3
1312,Groß-Gerau,2016,FDP,HE,14,6.0,0.42857142857142855
1313,Groß-Gerau,2016,SPD,HE,33,8.0,0.24242424242424243
1314,Groß-Gerau,2021,CDU,HE,19,8.0,0.42105263157894735
1315,Groß-Gerau,2021,FDP,HE,15,8.0,0.5333333333333333
1316,Groß-Gerau,2021,SPD,HE,36,11.0,0.3055555555555556
1317,Groß-Rohrheim,2011,CDU,HE,47,16.0,0.3404255319148936
1318,Groß-Rohrheim,2011,FDP,HE,21,4.0,0.19047619047619047
1319,Groß-Rohrheim,2011,GRÜNE,HE,18,4.0,0.2222222222222222
1320,Groß-Rohrheim,2011,SPD,HE,50,15.0,0.3
1321,Groß-Rohrheim,2016,CDU,HE,40,12.0,0.3
1322,Groß-Rohrheim,2016,FDP,HE,38,13.0,0.34210526315789475
1323,Groß-Rohrheim,2016,SPD,HE,45,23.0,0.5111111111111111
1324,Groß-Rohrheim,2021,CDU,HE,40,10.0,0.25
1325,Groß-Rohrheim,2021,FDP,HE,40,13.0,0.325
1326,Groß-Rohrheim,2021,GRÜNE,HE,20,7.0,0.35
1327,Groß-Rohrheim,2021,SPD,HE,40,20.0,0.5
1328,Groß-Umstadt,2011,CDU,HE,24,6.0,0.25
1329,Groß-Umstadt,2011,GRÜNE,HE,10,4.0,0.4
1330,Groß-Umstadt,2011,SPD,HE,27,8.0,0.2962962962962963
1331,Groß-Umstadt,2016,CDU,HE,35,8.0,0.22857142857142856
1332,Groß-Umstadt,2016,FDP,HE,13,5.0,0.38461538461538464
1333,Groß-Umstadt,2016,GRÜNE,HE,14,5.0,0.35714285714285715
1334,Groß-Umstadt,2016,SPD,HE,37,12.0,0.32432432432432434
1335,Groß-Umstadt,2021,CDU,HE,40,10.0,0.25
1336,Groß-Umstadt,2021,FDP,HE,11,5.0,0.45454545454545453
1337,Groß-Umstadt,2021,GRÜNE,HE,14,6.0,0.42857142857142855
1338,Groß-Umstadt,2021,SPD,HE,36,14.0,0.3888888888888889
1339,Groß-Zimmern,2011,CDU,HE,39,12.0,0.3076923076923077
1340,Groß-Zimmern,2011,FDP,HE,18,5.0,0.2777777777777778
1341,Groß-Zimmern,2011,GRÜNE,HE,20,11.0,0.55
1342,Groß-Zimmern,2011,SPD,HE,28,10.0,0.35714285714285715
1343,Groß-Zimmern,2016,CDU,HE,20,8.0,0.4
1344,Groß-Zimmern,2016,FDP,HE,9,3.0,0.3333333333333333
1345,Groß-Zimmern,2016,SPD,HE,19,5.0,0.2631578947368421
1346,Groß-Zimmern,2021,CDU,HE,21,9.0,0.42857142857142855
1347,Groß-Zimmern,2021,FDP,HE,9,3.0,0.3333333333333333
1348,Groß-Zimmern,2021,GRÜNE,HE,13,7.0,0.5384615384615384
1349,Groß-Zimmern,2021,SPD,HE,13,2.0,0.15384615384615385
1350,Großalmerode,2016,CDU,HE,19,4.0,0.21052631578947367
1351,Großalmerode,2016,SPD,HE,23,3.0,0.13043478260869565
1352,Großalmerode,2021,CDU,HE,16,5.0,0.3125
1353,Großalmerode,2021,SPD,HE,15,2.0,0.13333333333333333
1354,Großenlüder,2011,CDU,HE,23,5.0,0.21739130434782608
1355,Großenlüder,2011,SPD,HE,20,5.0,0.25
1356,Großenlüder,2016,CDU,HE,42,9.0,0.21428571428571427
1357,Großenlüder,2016,GRÜNE,HE,14,4.0,0.2857142857142857
1358,Großenlüder,2016,SPD,HE,19,8.0,0.42105263157894735
1359,Großenlüder,2021,CDU,HE,25,6.0,0.24
1360,Großkrotzenburg,2011,CDU,HE,20,1.0,0.05
1361,Großkrotzenburg,2011,SPD,HE,14,3.0,0.21428571428571427
1362,Großkrotzenburg,2016,CDU,HE,42,12.0,0.2857142857142857
1363,Großkrotzenburg,2016,SPD,HE,38,7.0,0.18421052631578946
1364,Großkrotzenburg,2021,CDU,HE,41,10.0,0.24390243902439024
1365,Großkrotzenburg,2021,SPD,HE,38,10.0,0.2631578947368421
1366,Grävenwiesbach,2011,CDU,HE,41,9.0,0.21951219512195122
1367,Grävenwiesbach,2011,FDP,HE,15,4.0,0.26666666666666666
1368,Grävenwiesbach,2011,GRÜNE,HE,17,9.0,0.5294117647058824
1369,Grävenwiesbach,2011,SPD,HE,28,12.0,0.42857142857142855
1370,Grävenwiesbach,2016,CDU,HE,42,16.0,0.38095238095238093
1371,Grävenwiesbach,2016,FDP,HE,30,10.0,0.3333333333333333
1372,Grävenwiesbach,2016,GRÜNE,HE,19,10.0,0.5263157894736842
1373,Grävenwiesbach,2016,SPD,HE,32,14.0,0.4375
1374,Grävenwiesbach,2021,AfD,HE,4,1.0,0.25
1375,Grävenwiesbach,2021,CDU,HE,42,14.0,0.3333333333333333
1376,Grävenwiesbach,2021,FDP,HE,31,12.0,0.3870967741935484
1377,Grävenwiesbach,2021,GRÜNE,HE,18,7.0,0.3888888888888889
1378,Grävenwiesbach,2021,SPD,HE,21,12.0,0.5714285714285714
1379,Grünberg,2011,CDU,HE,32,12.0,0.375
1380,Grünberg,2011,FDP,HE,14,8.0,0.5714285714285714
1381,Grünberg,2011,GRÜNE,HE,18,7.0,0.3888888888888889
1382,Grünberg,2011,SPD,HE,39,8.0,0.20512820512820512
1383,Grünberg,2016,CDU,HE,18,5.0,0.2777777777777778
1384,Grünberg,2016,FDP,HE,15,7.0,0.4666666666666667
1385,Grünberg,2016,GRÜNE,HE,23,9.0,0.391304347826087
1386,Grünberg,2016,SPD,HE,33,7.0,0.21212121212121213
1387,Grünberg,2021,CDU,HE,33,9.0,0.2727272727272727
1388,Grünberg,2021,GRÜNE,HE,28,10.0,0.35714285714285715
1389,Grünberg,2021,SPD,HE,30,11.0,0.36666666666666664
1390,Gründau,2011,CDU,HE,21,4.0,0.19047619047619047
1391,Gründau,2011,FDP,HE,3,1.0,0.3333333333333333
1392,Gründau,2011,GRÜNE,HE,12,3.0,0.25
1393,Gründau,2011,SPD,HE,28,5.0,0.17857142857142858
1394,Gründau,2016,CDU,HE,25,8.0,0.32
1395,Gründau,2016,SPD,HE,26,12.0,0.46153846153846156
1396,Gründau,2021,CDU,HE,27,11.0,0.4074074074074074
1397,Gründau,2021,GRÜNE,HE,13,8.0,0.6153846153846154
1398,Gründau,2021,SPD,HE,26,12.0,0.46153846153846156
1399,Gudensberg,2011,CDU,HE,14,4.0,0.2857142857142857
1400,Gudensberg,2011,FDP,HE,8,,
1401,Gudensberg,2011,SPD,HE,15,5.0,0.3333333333333333
1402,Gudensberg,2016,CDU,HE,11,2.0,0.18181818181818182
1403,Gudensberg,2016,FDP,HE,12,4.0,0.3333333333333333
1404,Gudensberg,2016,SPD,HE,24,6.0,0.25
1405,Gudensberg,2021,CDU,HE,18,8.0,0.4444444444444444
1406,Gudensberg,2021,GRÜNE,HE,14,6.0,0.42857142857142855
1407,Gudensberg,2021,SPD,HE,34,11.0,0.3235294117647059
1408,Guxhagen,2011,CDU,HE,23,6.0,0.2608695652173913
1409,Guxhagen,2011,FDP,HE,15,3.0,0.2
1410,Guxhagen,2011,SPD,HE,21,7.0,0.3333333333333333
1411,Guxhagen,2016,CDU,HE,21,6.0,0.2857142857142857
1412,Guxhagen,2016,FDP,HE,13,3.0,0.23076923076923078
1413,Guxhagen,2016,SPD,HE,21,7.0,0.3333333333333333
1414,Guxhagen,2021,CDU,HE,33,7.0,0.21212121212121213
1415,Guxhagen,2021,FDP,HE,13,6.0,0.46153846153846156
1416,Guxhagen,2021,GRÜNE,HE,14,6.0,0.42857142857142855
1417,Guxhagen,2021,SPD,HE,41,10.0,0.24390243902439024
1418,Habichtswald,2011,CDU,HE,40,9.0,0.225
1419,Habichtswald,2011,FDP,HE,15,5.0,0.3333333333333333
1420,Habichtswald,2011,GRÜNE,HE,18,6.0,0.3333333333333333
1421,Habichtswald,2011,SPD,HE,39,9.0,0.23076923076923078
1422,Habichtswald,2016,CDU,HE,35,8.0,0.22857142857142856
1423,Habichtswald,2016,SPD,HE,33,10.0,0.30303030303030304
1424,Habichtswald,2021,CDU,HE,27,7.0,0.25925925925925924
1425,Habichtswald,2021,SPD,HE,24,7.0,0.2916666666666667
1426,Hadamar,2011,CDU,HE,19,3.0,0.15789473684210525
1427,Hadamar,2011,GRÜNE,HE,13,4.0,0.3076923076923077
1428,Hadamar,2011,SPD,HE,32,6.0,0.1875
1429,Hadamar,2016,CDU,HE,36,9.0,0.25
1430,Hadamar,2016,SPD,HE,24,7.0,0.2916666666666667
1431,Hadamar,2021,CDU,HE,26,6.0,0.23076923076923078
1432,Hadamar,2021,FDP,HE,10,4.0,0.4
1433,Hadamar,2021,SPD,HE,29,13.0,0.4482758620689655
1434,Haiger,2011,CDU,HE,32,7.0,0.21875
1435,Haiger,2011,SPD,HE,29,6.0,0.20689655172413793
1436,Haiger,2016,CDU,HE,17,5.0,0.29411764705882354
1437,Haiger,2016,FDP,HE,9,3.0,0.3333333333333333
1438,Haiger,2016,GRÜNE,HE,8,2.0,0.25
1439,Haiger,2016,SPD,HE,24,4.0,0.16666666666666666
1440,Haiger,2021,AfD,HE,11,5.0,0.45454545454545453
1441,Haiger,2021,CDU,HE,32,8.0,0.25
1442,Haiger,2021,FDP,HE,16,3.0,0.1875
1443,Haiger,2021,GRÜNE,HE,18,9.0,0.5
1444,Haiger,2021,SPD,HE,19,2.0,0.10526315789473684
1445,Haina (Kloster),2016,CDU,HE,19,2.0,0.10526315789473684
1446,Haina (Kloster),2016,FDP,HE,12,3.0,0.25
1447,Haina (Kloster),2016,GRÜNE,HE,18,8.0,0.4444444444444444
1448,Haina (Kloster),2016,SPD,HE,17,2.0,0.11764705882352941
1449,Haina (Kloster),2021,CDU,HE,12,2.0,0.16666666666666666
1450,Haina (Kloster),2021,SPD,HE,8,1.0,0.125
1451,Hainburg,2011,CDU,HE,29,8.0,0.27586206896551724
1452,Hainburg,2011,FDP,HE,27,5.0,0.18518518518518517
1453,Hainburg,2011,GRÜNE,HE,16,4.0,0.25
1454,Hainburg,2011,SPD,HE,29,8.0,0.27586206896551724
1455,Hainburg,2016,CDU,HE,30,8.0,0.26666666666666666
1456,Hainburg,2016,FDP,HE,12,4.0,0.3333333333333333
1457,Hainburg,2016,SPD,HE,30,9.0,0.3
1458,Hainburg,2021,AfD,HE,13,4.0,0.3076923076923077
1459,Hainburg,2021,CDU,HE,40,15.0,0.375
1460,Hainburg,2021,FDP,HE,19,7.0,0.3684210526315789
1461,Hainburg,2021,GRÜNE,HE,22,8.0,0.36363636363636365
1462,Hainburg,2021,SPD,HE,37,12.0,0.32432432432432434
1463,Hammersbach,2011,CDU,HE,48,13.0,0.2708333333333333
1464,Hammersbach,2011,FDP,HE,16,6.0,0.375
1465,Hammersbach,2011,GRÜNE,HE,19,6.0,0.3157894736842105
1466,Hammersbach,2011,SPD,HE,48,14.0,0.2916666666666667
1467,Hammersbach,2016,CDU,HE,41,14.0,0.34146341463414637
1468,Hammersbach,2016,FDP,HE,28,7.0,0.25
1469,Hammersbach,2016,GRÜNE,HE,27,13.0,0.48148148148148145
1470,Hammersbach,2016,SPD,HE,45,17.0,0.37777777777777777
1471,Hammersbach,2021,CDU,HE,49,20.0,0.40816326530612246
1472,Hammersbach,2021,FDP,HE,29,8.0,0.27586206896551724
1473,Hammersbach,2021,GRÜNE,HE,42,20.0,0.47619047619047616
1474,Hammersbach,2021,SPD,HE,51,20.0,0.39215686274509803
1475,Hanau,2011,CDU,HE,24,7.0,0.2916666666666667
1476,Hanau,2011,GRÜNE,HE,19,9.0,0.47368421052631576
1477,Hanau,2011,SPD,HE,26,7.0,0.2692307692307692
1478,Hanau,2016,CDU,HE,28,8.0,0.2857142857142857
1479,Hanau,2016,FDP,HE,9,3.0,0.3333333333333333
1480,Hanau,2016,SPD,HE,29,8.0,0.27586206896551724
1481,Hanau,2021,CDU,HE,22,6.0,0.2727272727272727
1482,Hanau,2021,FDP,HE,11,6.0,0.5454545454545454
1483,Hanau,2021,SPD,HE,31,12.0,0.3870967741935484
1484,Hasselroth,2011,CDU,HE,39,9.0,0.23076923076923078
1485,Hasselroth,2011,FDP,HE,8,2.0,0.25
1486,Hasselroth,2011,GRÜNE,HE,17,5.0,0.29411764705882354
1487,Hasselroth,2011,SPD,HE,42,14.0,0.3333333333333333
1488,Hasselroth,2016,CDU,HE,19,3.0,0.15789473684210525
1489,Hasselroth,2016,SPD,HE,16,4.0,0.25
1490,Hasselroth,2021,CDU,HE,19,3.0,0.15789473684210525
1491,Hasselroth,2021,SPD,HE,17,4.0,0.23529411764705882
1492,Hattersheim am Main,2011,CDU,HE,19,4.0,0.21052631578947367
1493,Hattersheim am Main,2011,SPD,HE,27,10.0,0.37037037037037035
1494,Hattersheim am Main,2016,CDU,HE,27,7.0,0.25925925925925924
1495,Hattersheim am Main,2016,FDP,HE,15,5.0,0.3333333333333333
1496,Hattersheim am Main,2016,DIE LINKE,HE,13,3.0,0.23076923076923078
1497,Hattersheim am Main,2016,GRÜNE,HE,13,5.0,0.38461538461538464
1498,Hattersheim am Main,2016,SPD,HE,25,12.0,0.48
1499,Hattersheim am Main,2021,CDU,HE,19,4.0,0.21052631578947367
1500,Hattersheim am Main,2021,FDP,HE,15,6.0,0.4
1501,Hattersheim am Main,2021,GRÜNE,HE,17,8.0,0.47058823529411764
1502,Hattersheim am Main,2021,SPD,HE,22,10.0,0.45454545454545453
1503,Hatzfeld (Eder),2016,CDU,HE,20,1.0,0.05
1504,Hatzfeld (Eder),2016,FDP,HE,16,4.0,0.25
1505,Hatzfeld (Eder),2016,SPD,HE,13,2.0,0.15384615384615385
1506,Hatzfeld (Eder),2021,CDU,HE,22,2.0,0.09090909090909091
1507,Hatzfeld (Eder),2021,FDP,HE,15,4.0,0.26666666666666666
1508,Hatzfeld (Eder),2021,GRÜNE,HE,23,8.0,0.34782608695652173
1509,Hatzfeld (Eder),2021,SPD,HE,21,8.0,0.38095238095238093
1510,Hauneck,2011,CDU,HE,23,5.0,0.21739130434782608
1511,Hauneck,2011,FDP,HE,2,,
1512,Hauneck,2011,GRÜNE,HE,13,5.0,0.38461538461538464
1513,Hauneck,2011,SPD,HE,29,7.0,0.2413793103448276
1514,Hauneck,2016,CDU,HE,24,2.0,0.08333333333333333
1515,Hauneck,2016,SPD,HE,25,5.0,0.2
1516,Hauneck,2021,CDU,HE,18,6.0,0.3333333333333333
1517,Hauneck,2021,SPD,HE,17,3.0,0.17647058823529413
1518,Haunetal,2011,CDU,HE,40,9.0,0.225
1519,Haunetal,2011,FDP,HE,15,4.0,0.26666666666666666
1520,Haunetal,2011,GRÜNE,HE,18,4.0,0.2222222222222222
1521,Haunetal,2011,SPD,HE,40,15.0,0.375
1522,Haunetal,2016,CDU,HE,20,7.0,0.35
1523,Haunetal,2016,GRÜNE,HE,6,5.0,0.8333333333333334
1524,Haunetal,2016,SPD,HE,33,5.0,0.15151515151515152
1525,Haunetal,2021,CDU,HE,24,10.0,0.4166666666666667
1526,Haunetal,2021,SPD,HE,34,7.0,0.20588235294117646
1527,Heidenrod,2011,CDU,HE,49,17.0,0.3469387755102041
1528,Heidenrod,2011,FDP,HE,43,15.0,0.3488372093023256
1529,Heidenrod,2011,GRÜNE,HE,19,6.0,0.3157894736842105
1530,Heidenrod,2011,SPD,HE,49,15.0,0.30612244897959184
1531,Heidenrod,2016,CDU,HE,21,4.0,0.19047619047619047
1532,Heidenrod,2016,FDP,HE,11,6.0,0.5454545454545454
1533,Heidenrod,2016,SPD,HE,20,9.0,0.45
1534,Heidenrod,2021,CDU,HE,25,8.0,0.32
1535,Heidenrod,2021,GRÜNE,HE,2,,
1536,Heidenrod,2021,SPD,HE,29,8.0,0.27586206896551724
1537,Helsa,2011,CDU,HE,24,3.0,0.125
1538,Helsa,2011,SPD,HE,26,6.0,0.23076923076923078
1539,Helsa,2016,CDU,HE,12,3.0,0.25
1540,Helsa,2016,SPD,HE,16,5.0,0.3125
1541,Helsa,2021,CDU,HE,40,14.0,0.35
1542,Helsa,2021,FDP,HE,18,4.0,0.2222222222222222
1543,Helsa,2021,SPD,HE,39,14.0,0.358974358974359
1544,Heppenheim (Bergstraße),2011,CDU,HE,32,9.0,0.28125
1545,Heppenheim (Bergstraße),2011,SPD,HE,35,10.0,0.2857142857142857
1546,Heppenheim (Bergstraße),2016,CDU,HE,16,4.0,0.25
1547,Heppenheim (Bergstraße),2016,SPD,HE,11,3.0,0.2727272727272727
1548,Heppenheim (Bergstraße),2021,CDU,HE,11,3.0,0.2727272727272727
1549,Heppenheim (Bergstraße),2021,SPD,HE,6,1.0,0.16666666666666666
1550,Herborn,2011,CDU,HE,41,7.0,0.17073170731707318
1551,Herborn,2011,FDP,HE,6,,
1552,Herborn,2011,SPD,HE,33,11.0,0.3333333333333333
1553,Herborn,2016,CDU,HE,18,3.0,0.16666666666666666
1554,Herborn,2016,GRÜNE,HE,18,10.0,0.5555555555555556
1555,Herborn,2016,SPD,HE,17,4.0,0.23529411764705882
1556,Herborn,2021,CDU,HE,21,5.0,0.23809523809523808
1557,Herborn,2021,GRÜNE,HE,8,4.0,0.5
1558,Herborn,2021,SPD,HE,21,3.0,0.14285714285714285
1559,Herbstein,2011,CDU,HE,27,8.0,0.2962962962962963
1560,Herbstein,2011,FDP,HE,13,3.0,0.23076923076923078
1561,Herbstein,2011,SPD,HE,29,9.0,0.3103448275862069
1562,Herbstein,2016,SPD,HE,16,2.0,0.125
1563,Herbstein,2021,CDU,HE,23,6.0,0.2608695652173913
1564,Herbstein,2021,GRÜNE,HE,10,5.0,0.5
1565,Herbstein,2021,SPD,HE,24,4.0,0.16666666666666666
1566,Heringen (Werra),2011,CDU,HE,23,6.0,0.2608695652173913
1567,Heringen (Werra),2011,FDP,HE,15,7.0,0.4666666666666667
1568,Heringen (Werra),2011,SPD,HE,32,6.0,0.1875
1569,Heringen (Werra),2016,CDU,HE,26,8.0,0.3076923076923077
1570,Heringen (Werra),2016,SPD,HE,25,8.0,0.32
1571,Heringen (Werra),2021,CDU,HE,11,4.0,0.36363636363636365
1572,Heringen (Werra),2021,FDP,HE,15,2.0,0.13333333333333333
1573,Heringen (Werra),2021,SPD,HE,32,12.0,0.375
1574,Herleshausen,2016,CDU,HE,20,6.0,0.3
1575,Herleshausen,2016,FDP,HE,6,2.0,0.3333333333333333
1576,Herleshausen,2016,SPD,HE,22,6.0,0.2727272727272727
1577,Herleshausen,2021,CDU,HE,29,9.0,0.3103448275862069
1578,Herleshausen,2021,SPD,HE,34,8.0,0.23529411764705882
1579,Hessisch Lichtenau,2016,CDU,HE,10,3.0,0.3
1580,Hessisch Lichtenau,2016,FDP,HE,11,5.0,0.45454545454545453
1581,Hessisch Lichtenau,2016,SPD,HE,26,7.0,0.2692307692307692
1582,Hessisch Lichtenau,2021,CDU,HE,9,1.0,0.1111111111111111
1583,Hessisch Lichtenau,2021,FDP,HE,8,1.0,0.125
1584,Hessisch Lichtenau,2021,SPD,HE,27,8.0,0.2962962962962963
1585,Heusenstamm,2011,CDU,HE,34,6.0,0.17647058823529413
1586,Heusenstamm,2011,FDP,HE,11,5.0,0.45454545454545453
1587,Heusenstamm,2011,GRÜNE,HE,17,8.0,0.47058823529411764
1588,Heusenstamm,2011,SPD,HE,34,7.0,0.20588235294117646
1589,Heusenstamm,2016,CDU,HE,51,18.0,0.35294117647058826
1590,Heusenstamm,2016,GRÜNE,HE,22,7.0,0.3181818181818182
1591,Heusenstamm,2016,SPD,HE,46,17.0,0.3695652173913043
1592,Heusenstamm,2021,CDU,HE,52,14.0,0.2692307692307692
1593,Heusenstamm,2021,FDP,HE,17,5.0,0.29411764705882354
1594,Heusenstamm,2021,GRÜNE,HE,36,13.0,0.3611111111111111
1595,Heusenstamm,2021,SPD,HE,33,12.0,0.36363636363636365
1596,Hilders,2011,CDU,HE,11,4.0,0.36363636363636365
1597,Hilders,2011,FDP,HE,12,2.0,0.16666666666666666
1598,Hilders,2011,SPD,HE,25,8.0,0.32
1599,Hilders,2016,CDU,HE,16,3.0,0.1875
1600,Hilders,2021,AfD,HE,4,1.0,0.25
1601,Hilders,2021,CDU,HE,38,11.0,0.2894736842105263
1602,Hilders,2021,FDP,HE,13,7.0,0.5384615384615384
1603,Hilders,2021,SPD,HE,5,1.0,0.2
1604,Hirschhorn (Neckar),2011,FDP,HE,13,6.0,0.46153846153846156
1605,Hirschhorn (Neckar),2011,GRÜNE,HE,18,8.0,0.4444444444444444
1606,Hirschhorn (Neckar),2011,CDU,HE,35,6.0,0.17142857142857143
1607,Hirschhorn (Neckar),2011,SPD,HE,33,9.0,0.2727272727272727
1608,Hirschhorn (Neckar),2016,CDU,HE,38,14.0,0.3684210526315789
1609,Hirschhorn (Neckar),2016,FDP,HE,24,6.0,0.25
1610,Hirschhorn (Neckar),2016,GRÜNE,HE,17,5.0,0.29411764705882354
1611,Hirschhorn (Neckar),2016,SPD,HE,54,18.0,0.3333333333333333
1612,Hirschhorn (Neckar),2021,CDU,HE,38,6.0,0.15789473684210525
1613,Hirschhorn (Neckar),2021,FDP,HE,32,9.0,0.28125
1614,Hirschhorn (Neckar),2021,GRÜNE,HE,18,7.0,0.3888888888888889
1615,Hirschhorn (Neckar),2021,SPD,HE,55,20.0,0.36363636363636365
1616,Hirzenhain,2011,CDU,HE,16,6.0,0.375
1617,Hirzenhain,2011,FDP,HE,13,7.0,0.5384615384615384
1618,Hirzenhain,2011,GRÜNE,HE,15,7.0,0.4666666666666667
1619,Hirzenhain,2011,SPD,HE,33,5.0,0.15151515151515152
1620,Hirzenhain,2016,CDU,HE,42,13.0,0.30952380952380953
1621,Hirzenhain,2016,GRÜNE,HE,18,11.0,0.6111111111111112
1622,Hirzenhain,2016,SPD,HE,43,12.0,0.27906976744186046
1623,Hirzenhain,2021,AfD,HE,8,2.0,0.25
1624,Hirzenhain,2021,CDU,HE,44,16.0,0.36363636363636365
1625,Hirzenhain,2021,FDP,HE,14,6.0,0.42857142857142855
1626,Hirzenhain,2021,GRÜNE,HE,17,7.0,0.4117647058823529
1627,Hirzenhain,2021,SPD,HE,31,11.0,0.3548387096774194
1628,Hochheim am Main,2011,CDU,HE,5,2.0,0.4
1629,Hochheim am Main,2011,GRÜNE,HE,12,4.0,0.3333333333333333
1630,Hochheim am Main,2011,SPD,HE,35,11.0,0.3142857142857143
1631,Hochheim am Main,2016,CDU,HE,47,15.0,0.3191489361702128
1632,Hochheim am Main,2016,FDP,HE,17,4.0,0.23529411764705882
1633,Hochheim am Main,2016,GRÜNE,HE,35,17.0,0.4857142857142857
1634,Hochheim am Main,2016,SPD,HE,47,18.0,0.3829787234042553
1635,Hochheim am Main,2021,CDU,HE,47,15.0,0.3191489361702128
1636,Hochheim am Main,2021,FDP,HE,21,7.0,0.3333333333333333
1637,Hochheim am Main,2021,GRÜNE,HE,32,17.0,0.53125
1638,Hochheim am Main,2021,SPD,HE,40,18.0,0.45
1639,Hofbieber,2011,CDU,HE,25,6.0,0.24
1640,Hofbieber,2011,SPD,HE,24,5.0,0.20833333333333334
1641,Hofbieber,2016,CDU,HE,42,9.0,0.21428571428571427
1642,Hofbieber,2016,FDP,HE,7,2.0,0.2857142857142857
1643,Hofbieber,2016,SPD,HE,14,4.0,0.2857142857142857
1644,Hofbieber,2021,CDU,HE,27,7.0,0.25925925925925924
1645,Hofgeismar,2011,CDU,HE,24,4.0,0.16666666666666666
1646,Hofgeismar,2011,FDP,HE,9,3.0,0.3333333333333333
1647,Hofgeismar,2011,GRÜNE,HE,13,4.0,0.3076923076923077
1648,Hofgeismar,2011,SPD,HE,35,13.0,0.37142857142857144
1649,Hofgeismar,2016,CDU,HE,34,9.0,0.2647058823529412
1650,Hofgeismar,2016,GRÜNE,HE,13,7.0,0.5384615384615384
1651,Hofgeismar,2016,SPD,HE,34,11.0,0.3235294117647059
1652,Hofgeismar,2021,CDU,HE,22,7.0,0.3181818181818182
1653,Hofgeismar,2021,FDP,HE,3,1.0,0.3333333333333333
1654,Hofgeismar,2021,SPD,HE,24,5.0,0.20833333333333334
1655,Hofheim am Taunus,2011,CDU,HE,33,8.0,0.24242424242424243
1656,Hofheim am Taunus,2011,GRÜNE,HE,13,5.0,0.38461538461538464
1657,Hofheim am Taunus,2011,SPD,HE,32,7.0,0.21875
1658,Hofheim am Taunus,2016,CDU,HE,48,15.0,0.3125
1659,Hofheim am Taunus,2016,FDP,HE,22,4.0,0.18181818181818182
1660,Hofheim am Taunus,2016,SPD,HE,26,6.0,0.23076923076923078
1661,Hofheim am Taunus,2021,CDU,HE,49,15.0,0.30612244897959184
1662,Hofheim am Taunus,2021,FDP,HE,21,5.0,0.23809523809523808
1663,Hofheim am Taunus,2021,SPD,HE,35,16.0,0.45714285714285713
1664,Hohenahr,2011,CDU,HE,33,7.0,0.21212121212121213
1665,Hohenahr,2011,SPD,HE,32,9.0,0.28125
1666,Hohenahr,2016,CDU,HE,11,,
1667,Hohenahr,2016,GRÜNE,HE,7,1.0,0.14285714285714285
1668,Hohenahr,2016,SPD,HE,11,3.0,0.2727272727272727
1669,Hohenahr,2021,CDU,HE,23,8.0,0.34782608695652173
1670,Hohenahr,2021,GRÜNE,HE,15,7.0,0.4666666666666667
1671,Hohenahr,2021,SPD,HE,20,5.0,0.25
1672,Hohenroda,2011,CDU,HE,19,7.0,0.3684210526315789
1673,Hohenroda,2011,SPD,HE,25,6.0,0.24
1674,Hohenroda,2016,CDU,HE,16,2.0,0.125
1675,Hohenroda,2016,FDP,HE,6,2.0,0.3333333333333333
1676,Hohenroda,2016,SPD,HE,17,7.0,0.4117647058823529
1677,Hohenroda,2021,CDU,HE,25,3.0,0.12
1678,Hohenroda,2021,SPD,HE,25,8.0,0.32
1679,Hohenstein,2016,CDU,HE,41,11.0,0.2682926829268293
1680,Hohenstein,2016,FDP,HE,19,4.0,0.21052631578947367
1681,Hohenstein,2016,GRÜNE,HE,29,13.0,0.4482758620689655
1682,Hohenstein,2016,SPD,HE,43,16.0,0.37209302325581395
1683,Hohenstein,2021,CDU,HE,23,10.0,0.43478260869565216
1684,Hohenstein,2021,FDP,HE,6,1.0,0.16666666666666666
1685,Hohenstein,2021,GRÜNE,HE,12,5.0,0.4166666666666667
1686,Hohenstein,2021,SPD,HE,26,9.0,0.34615384615384615
1687,Homberg (Efze),2011,CDU,HE,27,5.0,0.18518518518518517
1688,Homberg (Efze),2011,SPD,HE,27,5.0,0.18518518518518517
1689,Homberg (Efze),2016,CDU,HE,36,8.0,0.2222222222222222
1690,Homberg (Efze),2016,FDP,HE,20,6.0,0.3
1691,Homberg (Efze),2016,GRÜNE,HE,13,6.0,0.46153846153846156
1692,Homberg (Efze),2016,SPD,HE,30,4.0,0.13333333333333333
1693,Homberg (Efze),2021,CDU,HE,18,4.0,0.2222222222222222
1694,Homberg (Efze),2021,GRÜNE,HE,9,5.0,0.5555555555555556
1695,Homberg (Efze),2021,SPD,HE,17,4.0,0.23529411764705882
1696,Homberg (Ohm),2011,CDU,HE,66,23.0,0.3484848484848485
