Lfd Nr;Tatzeit;Tatort;Sachverhalt;TV;Phänomenbereic h;Zähldelikt §;Bezeichnung;Betroffene Partei
166;26.02.2021;Ketsch;"UT beschmierte das große SPD-Wahlplakat von Herrn B. auf dem Grünstreifen am Ortseingang von Schwetzingen. Es wurde offensichtlich eine kleine Maske skizziert. Des Weiteren wurde in der Aufschrift ""D. B. für sie im Landtag"" das ""sie"" durchgestrichen und darunter ""sich"" geschrieben. Daneben stand ""Lockdown beenden!"". cov#19";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;SPD
167;03.03.2021;Biberach;"UT besprüht ein Wahlplakat der CDU. Auf dem Wahlplakat, auf welchem der MdL T. D. zu sehen ist, steht nun „Ich stehe für Diktatur"".";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;CDU
168;16.02.2021;Baden-Baden;"Bekannter Vielschreiber versendet wiederholt E-Mails mit Kennzeichen verfassungswidriger Organisationen Hakenkreuze) an eine Vielzahl von Empfängern. In der E-Mail beleidigt und bedroht er erneut die Oberbürgermeisterin der Stadt Baden-Baden, Frau M. M. Des Weiteren fordert er zur Ermordung, u.a. der Frau M. M. auf. Originaltextauszug: ""Man sollte weiter gehen. Man sollte körperliche Gewalt gegen die Menschenrechtsverletzer und ihre Komplizinnen [A.K., A.M., und M.M.] anwenden."" und ""Jetzt muss ich die Faschistenfotzen K., M.M.,... umbringen.""";1;Rechts;§111 StGB;Öffentliche Aufforderung zu Straftaten;CDU
169;08.03.2021;Baden-Baden;Bekannter Vielschreiber versendet wiederholt E-Mails mit Hakenkreuzen an eine Vielzahl von Empfängern. Zudem ruft er in der E-Mail zur Ermordung der Oberbürgermeisterin der Stadt Baden-Baden, Frau M. M., auf und fordert einen Bombenanschlag auf den Wochenmarkt der Stadt Baden-Baden.;1;Rechts;§111 StGB;Öffentliche Aufforderung zu Straftaten;CDU
170;27.02.2021;Mengen;"Durch UT wurde das Wahlplakat der Partei ""Bündnis 90/ Die Grünen"", auf dem MdL K. abgebildet ist, beschädigt, indem mittels Edding auf den Hemdkragen ""Coronanazi"" geschrieben wurde. Zudem wurde das Gesicht des K. mit einem ""Hitler-Bart"" beschmiert. cov#19";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen
171;14.02.2021;Stuttgart;"UT sprühte die Schriftzüge ""Schwuchtel Spahn"", ""Schwuchtel"", ""Covid"", ""Merkel"" und ""Mörder"" auf mehrere Parkbänke der Rotweganlage. Auf eine Mülltonne wurde ""CDU Home"" aufgesprüht. cov#19";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;CDU
172;02.03.2021;Murr;"UT bringt auf einem großen Wahlplakat von Bündnis 90/Die Grünen teilweise eine Raufasertapete an. Dadurch ist der Kopf von Ministerpräsident K. nur noch von den Augen nach oben erkennbar. Auf der aufgeklebten Tapete wurde folgende Aussage aufgesprüht: „Jo dr Luagebeld"".";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen
173;07.03.2021;Wolpertswende ;"UT beschädigte innerorts angebrachte SPD Wahlwerbung mit Abbildungen von Kandidaten. Es wurde der Schriftzug ""SPD"" in ""SED"" umfrisiert Zudem wurde: ""Für mehr diktatur wählt SPD"",""Vollspast1"", ""Wir hassen euch"" und die Beleidigung ""Wixxer!"" hinterlassen.";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;SPD
174;10.03.2021;Pforzheim;UT besprühte ein Wahlplakat der Partei die Grünen, auf dem das Konterfei des Ministerpräsidenten K. ist mit dem Wort 'Kinderficker'.;0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen
175;07.03.2021;Baden-Baden;Bekannter Vielschreiber versendet wiederholt E-Mails mit Hakenkreuzen an eine Vielzahl von Empfängern. Zudem ruft er in der E-Mail zur Ermordung der Oberbürgermeisterin der Stadt Baden-Baden, Frau M. M., auf und erwähnt ein Bombenattentat auf dem Wochenmarkt der Stadt Baden-Baden.;1;Rechts;§111 StGB;Öffentliche Aufforderung zu Straftaten;CDU
176;09.03.2021;Karlsruhe;"Vermutlich mehrere UT Täter beschädigten in der Karlsruher Innenstadt, Karl-Friedrich-Straße, insgesamt 6 Wahlplakate (2 Dreiflächen-Werbeständer) der AfD. Die Plakate wurden von den Werbeständern teilweise heruntergerissen und mit folgenden Parolen beschmiert: „Keiner mag Nazis"", „Nazis raus"", „FCK AFD"". Zudem wurde auf ein Plakat ein Aufkleber mit der Aufschrift: ""antifascist action!"" und darunter ""GEGEN RECHTE KRISENLÖSUNGEN"" angebracht. Ferner wurde die Parole: ""Er ist wieder da!"" geschmiert, wobei der Kandidat mit einem aufgemalten sog. ""Hitlerbärtchen"" versehen wurde.";0;Links;§303 StGB;Sachbeschädigung;AfD
177;05.03.2021;Baden-Baden ;Bekannter Vielschreiber versendet wiederholt E-Mails mit Hakenkreuzen an eine Vielzahl von Empfängern. Zudem ruft er in der E-Mail auf, der Oberbürgermeisterin der Stadt Baden-Baden, Frau M.M., körperliche Gewalt anzutun.;1;Rechts;§111 StGB;Öffentliche Aufforderung zu Straftaten;CDU
178;27.02.2021;Baden-Baden;Bekannter Vielschreiber versendet wiederholt E-Mails mit Hakenkreuzen an eine Vielzahl von Empfängern. In der E-Mail beleidigt und bedroht er erneut die Oberbürgermeisterin der Stadt Baden-Baden, Frau M. M. Des Weiteren fordert er zur Ermordung, u.a. der Frau M. M. auf und erwähnt einen Terroranschlag auf dem Wochenmarkt der Stadt Baden-Baden.;1;Rechts;§111 StGB;Öffentliche Aufforderung zu Straftaten;CDU
179;28.02.2021;Baden-Baden;"Bekannter Vielschreiber versendet wiederholt E-Mails mit Hakenkreuzen an eine Vielzahl von Empfängern. In der E-Mail beleidigt er erneut u.a. die Oberbürgermeisterin der Stadt Baden-Baden, Frau M.M. als ""Faschistenfotze"".";1;Rechts;§86A StGB;Verwenden von Kennzeichen verfassungswidriger Organisationen;CDU
180;07.03.2021;Heubach;"Der BS befuhr mit dem Pkw die Gmünder Straße in Richtung Bargau. Nach Verlassen des Kreisverkehrs hupte der BS, als er auf Höhe des Info-Standes der AfD war und zeigte den GS den ausgestreckten Mittelfinger (""Stinkefinger"").";1;Nicht zuzuordnen;§185 StGB;Beleidigung;AfD
181;07.03.2021;Heubach;"Der BS befuhr mit dem Pkw die Gmünder Straße in Richtung Bargau. Nach Verlassen des Kreisverkehrs ließ der BS, als er auf Höhe des Info-Standes der AfD war den Motor aufheulen und zeigte den GS den ausgestreckten Mittelfinger (""Stinkefinger"").";1;Nicht zuzuordnen;§185 StGB;Beleidigung;AfD
182;06.03.2021;Heidelberg;Der BS rempelte beim vorbeifahren mit seinem Fahrrad den GS AfD Landtagswahlkandidat an.;1;Nicht zuzuordnen;§223 StGB;Körperverletzung;AfD
183;24.02.2021;Altensteig;"UT beleidigte den Bürgermeister der Stadt Altensteig, in dem er auf ein Wahlplakat der SPD ""F. du Arschloch"" schrieb.";0;Nicht zuzuordnen;§185 StGB;Beleidigung;SPD
184;12.02.2021;Schwanau;UT beschmiert ein an einem Gartenzaun angebrachtes Wahlplakat der SPD. Das Konterfei des auf dem Plakat abgebildeten Landtagskandidaten wird x-förmig durchgeritzt.;0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;SPD
185;11.03.2021;Oberkirch;"UT beschädigte das in der Ringelbacher Straße in Oberkirch aufgestellte Wahlplakat der SPD, indem dem abgebildeten Bewerber F. M. mit schwarzer Farbe ein „Hitlerbärtchen"" aufgemalt und unter den Namen das Wort „Diktatur"" gesprüht wurde.";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;SPD
186;03.03.2021;Mosbach;"UT besprühte insgesamt vier Wahlplakate der Partei AfD mit „Flakenkreuze"", das Wort „Nazi"" und Gesichter der Kandidaten wurden mit „Hitlerbä rtchen"" versehen.";0;Nicht zuzuordnen;§86A StGB;Verwenden von Kennzeichen verfassungswidriger Organisationen;AfD
187;09.03.2021;Esslingen;Durch einen UT wurden die beiden Wahlplakate welche an einem Laternenmast befestigt waren, mit jeweils einem Flakenkreuz bemalt. Es wurde auf das Wahlplakat, welches ein Konterfei der Abgeordneten A. L. zeigt ein linksgedrehtes Flakenkreuz aufgezeichnet.;0;Rechts;§86A StGB;Verwenden von Kennzeichen verfassungswidriger Organisationen;Bündnis 90/Die Grünen
188;06.03.2021;Tübingen;"UT besprüht die Fahrbahn vor dem Wohnhaus des Geschädigten in roter Farbe mit dem Schriftzug „Stohp, du rechte Sau, verpiss dich"". In den Briefkästen des Gebäudes werden Flugblätter verteilt, auf welchen die Bewohner vor dem GS als rechter Fletzer und Beisitzer im Vorstand der AfD Tübingen gewarnt werden. Im Rahmen anlassbezogener Internetrecherchen wurde auf der einschlägig bekannten Website Bekennerschreiben veröffentlicht. In den Bekennerschreiben wird auch Bezug auf die Landtagswahl in BW genommen.";0;Links;§185 StGB;Beleidigung;AfD
189;03.03.2021;Vaihingen ;"Die UT besprühten das Wahlplakat des GS (Ministerpräsident BW B90/Die Grünen) u.a. mit dem Schriftzug ""DDR 2.0"".";0;Nicht zuzuordnen;§185 StGB;Beleidigung;Bündnis 90/Die Grünen
190;28.02.2021;Mengen;"Der UT besprühte ein Wahlplakat des GS (Ministerpräsident BW B90/Die Grünen) mit einem Wahlspruch der Partei ""CDU"".";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen, CDU
191;02.03.2021;Göppingen;"Die UT beschmierten mehrere Wahlplakate der Partei ""CDU"" mit den Schriftzügen ""Merkel in den Knast"" und ""Lockdown beenden"" mit schwarzer Farbe.";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;CDU
192;12.03.2021;Göppingen;"Der UT beschädigte das Wahlplakat des GS (Ministerpräsident BW B90/Die Grünen). Dabei wurde der Schriftzug ""Sie kennen mich"" in ""Sie kennen mich IMPFONKEL nicht"" geändert. cov#19.";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen
193;02.03.2021;Steinenbronn;"Der UT besprühte ein Wahlplakat des GS (Ministerpräsident BW B90/Die Grünen) mit dem Schriftzug ""Grüß Gott Pol PoT"".";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen
194;10.03.2021;Winnenden;"UT beschmierten die Wahlplakate der Parteien ""SPD"", ""CDU"" und "" Bündnis90/Die Grünen"".";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen, SPD, CDU
195;11.03.2021;Welzheim;"Bislang UT besprüht ein Landtagswahlplakat des Bündnis 90/ Die Grünen, welches auf der Vorderseite ein Foto von Flerrn (Name bekannt) zeigt, mit den Worten (in roter Farbe) „Grün nein Danke"" und „ACAB"". Mit schwarzer Farbe wurde des Weiteren „Freunde"" auf das Plakat geschrieben. Auf die Oberlippe Flerrn (Name bekannt) wurde ein sog. Hitlerbart und auf die Stirnpartie ein schwarzer Strich gemalt. Die Rückseite des Plakates wurde in roter und schwarzer Farbe mit den Worten „Sag Nein zum Polizeistaat! Deutschland Erwache"" beschrieben.";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen
196;06.03.2021;Pforzheim;"UT sprüht mittels schwarzer Farbe das Wort ""Bastard"" auf ein großes Wahlplakat der Partei Bündnis 90/ Die Grünen. Das aufgesprühte Wort befindet sich direkt links neben dem Kopf von Flerrn. (Name bekannt)";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen
197;17.02.2021;Böblingen;"Bislang unbekannter Täter beschädigt ein Wahlplakat der SPD und beleidigt den darauf abgebildeten Kandidaten (Name bekannt) dadurch, dass mit roter Farbe ""tötet das Land"" unter das Bild des Wahl gesprüht wird";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;SPD
198;11.03.2021;Schenkenzell;"Die UT beschädigten das Wahlplakat des GS (Ministerpräsident BW B90/Die Grünen). Dabei wurde das Gesicht mit dem Wort ""Korrupt"" übermalt.";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen
199;08.03.2021;Winnenden;"Die UT beschädigten Wahlplakate unterschiedlicher Parteien. U.a. wurde das Plakat des GS (Ministerpräsident BW B90/Die Grünen) mit dem Wort ""Mörder"" besprüht.";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen, CDU, FDP
200;01.03.2021;Stutensee;"Der UT beschädigte mehrere Wahlplakate des GS (Ministerpräsident BW B90/Die Grünen) und anderer Parteien. Dabei wurde der Schriftzug ""Sie kennen mich"" in ""Sie können mich"" umgewandelt und der Aufkleber ""Corona Dummbeutel"" aufgebracht. cov#19.";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen, SPD, CDU
201;01.03.2021;Lahr;"Die GS erstattet über die Internetwache Strafanzeige, da ihr Großwahlplakat (CDU) durch unbekannte Täterschaft beschmiert wurde. Auf ihrem Wahlplakat ist der Schriftzug ""Lügner"" in schwarzer Schrift zu erkennen.";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;CDU
202;04.03.2021;Karlsruhe;"Der UT brachte an mehreren Wahlplakaten der GS (Kandidatin der Partei SPD) Aufkleber mit der Aufschrift ""SELBST DENKEN SCHON VERSUCHT"" und ""WIE FÜHLST DU DICH?"" an.";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;SPD
203;11.03.2021;Weinstadt ;"Der UT entwendete zwei Banner der Kandidatin der Partei ""Wir2020"", welche an einem Bauwagen befestigt waren. Zudem beschmierte er den Bauwagen mit den Schriftzügen: L ""Antifa Area""2. ""Querdenken Angreifen""3. ""Hammer&Sichel-Symbol""";0;Links;§242 StGB ;Diebstahl ;Sonstige Partei
204;12.03.2021;Friedrichshafen;"UT besprühte in einem nicht genau feststellbaren Zeitpunkt ein Wahlplakat der CDU mit den Worten „PCR-TEST PANDEMIE"" sowie ein Wahlplakat der SPD mit den Worten „MERKEL IN DEN KNAST"". cov#19";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;SPD, CDU
205;07.03.2021;Oberteuringen;"Die UT besprühten ein Wahlplakat des GS (Ministerpräsident BW B90/Die Grünen) mit Flakenkreuzen und dem Schriftzug ""Diktatur""";0;Rechts;§86A StGB;Verwenden von Kennzeichen verfassungswidriger Organisationen;Bündnis 90/Die Grünen
206;05.03.2021;Aichtal;"UT beschädigten das Wahlplakat der Partei ""Bündnis90/Die Grünen"" indem sie das Abbild des Ministerpräsidenten durch aufbringen eines schwarzen Flaarscheitels und kurzen Oberlippenbart anlehnend an Adolf Hitler veränderte. Mitte der Sonne wurde ein Flakenkreuz geschmiert.";0;Nicht zuzuordnen;§86A StGB;Verwenden von Kennzeichen verfassungswidriger Organisationen;Bündnis 90/Die Grünen
207;10.03.2021;Eschbronn ;"Zeuge teilte telefonisch mit, dass er soeben beobachtet hat, wie zwei Männer aus einem Pkw ausstiegen und Plakate von der GS (Bündnis 90/Die Grünen) mit einem ""Hitler-Bart"" bemalten. Es konnten weitere bemalte Plakate festgestellt werden. Die BS wurden ermittelt.";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen
208;02.03.2021;Sipplingen;"Durch bislang unbekannte Täterschaft wurden im Stadtgebiet Sipplingen Plakate der CDU, AfD und Die Partei mit Farbspray beschädigt. Hierbei wurde ""ACAB außer Sherlock Flolmes"" sowie ""Fuck AFP"" über die noch freie, nicht mit Plakaten behangene, Tafel geschrieben. Ein weiteres Plakat der AfD wurde mit ""Antifa"" und ein CDU Plakat, mit dem Abbild der GD, mit dem Wort Rassist besprüht. Des Weiteren wurde dort auf die Straße ""Fuck AFD"" sowie ""AFD=Rasists"" gesprüht. Zwei Plakate mit dem Abbild der (Name bekannt), CDU, mit dem Antifa Zeichen und den Worten „Fuck CDU"" besprüht sowie ""ACAP"" auf die Straße geschrieben.";0;Links;§304 StGB;Gemeinschädliche Sachbeschädigung;Sonstige Partei, AfD, CDU
209;14.03.2021;Laupheim;"UT warfen einen etwa fußballgroßen Stein durch die Fleckscheibe des PKW und zerstörte die Scheibe hierbei vollständig. Der PKW ist auf den Geschädigten zugelassen, wird aber durch die Zeugin genutzt, welche als Kreis- und Stadträtin, sowie als Mitglied der Partei „Bündnis 90/Die Grünen"" aktiv ist.";0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen
210;13.03.2021;Radolfzell;Im Rahmen der Streife konnte festgestellt werden, dass Wahlplakate der CDU, FDP, SPD und Bündnis 90/Die Grünen, mit Beschimpfungen (Abbildung der GS Personen) und Kritzeleien, in schwarzer Farbe beschmiert wurden.;0;Nicht zuzuordnen;§303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen, SPD, CDU, FDP
211;22.02.2021;Schwetzingen;"Die Geschädigte ist die Ehefrau des Landtagskandidaten der AfD aus Ketsch. Sie ist Angestellte im Flausärztlichen MVZ (ze:ro Praxen) Schwetzingen, in dessen Einrichtungen mehrere Ärzte praktizieren. Drei Ärzte bekamen per Post ein anonymes Schreiben einer ""ehemaligen langjährigen Patientin"". Hierin wird ausgeführt, dass die GS die Frau eines „Nazis"" sei und in der Praxis arbeitet. Die „Verfasserin"" führt aus, dass die GS ebenso Anhängerin der AfD ist und vielleicht sogar Mitglied sei. Eine derartige Gesinnung werde sie nicht mehr unterstützen und werde die Praxis nicht mehr aufsuchen. Es sei in Schwetzingen bereits Gesprächsthema. Erst wenn die GS dort nicht mehr arbeite, werde sie wieder als Patientin zurückkommen.";0;Nicht zuzuordnen;§188 StGB;Üble Nachrede und Verleumdung gg. Personen des pol. Lebens;AfD
212;06.02.2021;Ettlingen;"Im Rahmen einer AfD-lnformationsveranstaltung auf dem Neuen Markt kam es zu einer Spontandemonstration der örtlichen Antifa-Gruppierung (ca. 20 Personen). Diese erschienen mit Transparenten schlagartig vor dem Informationsstand der AfD und blockierten diesen. Anschließend skandierten Sie Spruchchöre wie z.B. ""Ob Ost, ob West, nieder mit der Nazipest!"". Die Geschädigten, beide Angehörige der AfD, fühlen sich durch diese Aussprüche beleidigt und stellten Strafantrag.";0;Links;§185 StGB;Beleidigung;AfD
213;20.02.2021;Mannheim;"Der Beschuldigte kommentierte auf Facebook einen Beitrag des BR24 zum Thema ""Bundeskanzlerin Angela Merkel hat den Nato-Verbündeten bei der Münchner Sicherheitskonferenz eine Verlängerung des Bundeswehr Einsatzes in Afghanistan in Aussicht gestellt"": ""Diese SEDTUSSI samt Partei gehören gesteinigt!""";1;Nicht zuzuordnen;§185 StGB;Beleidigung;CDU
214;05.02.2021;Malsch;"Der Beschuldigte, Landtagskandidat der Partei „Die Linke"" des Wahlkreises Ettlingen, beleidigte den AfD-Landtagskandidaten in zwei Facebook-Posts wie folgt: ""Caresharing ist pure Marktwirtschaft. Aber Dinge ändern sich, tut mir leid für Sie: 1933 kommt nicht zurück."" ""Mathematik ist nicht so Ihre Stärke, gell?....""";1;Links;§185 StGB;Beleidigung;AfD
215;16.03.2021;Stuttgart;"Der BS (Staatsbürgerschaft Eritrea) verschickte eine E-Mail mit beleidigendem Inhalt an das Stimmkreisbüro des GS (Ministerpräsident BY). In der Nachricht heißt es ""Wenn du den Teufel widersetzt, das wird nicht ganz einfach in Eurem antrainierten Korruption"". Signiert mit ""Dein Sonnenkönig Horus"" (Schreibweise übernommen).";1;Nicht zuzuordnen;§185 StGB;Beleidigung;CSU
216;13.03.2021;Ludwigsburg;"Der BS war Teilnehmer einer nicht angemeldeten Versammlung zu einer Informationsveranstaltung der Partei ""AfD"" zur Landtagswahl 2021. Dabei versuchten mehrere Personen des linke Spektrums den Betrieb eines Infostandes zu stören. Während der Versammlung wurden Redebeiträge mittels Megaphon durchgeführt und Flyer des ""Offenen Antifaschistischen Treffen Rems-Murr"" verteilt.";1;Links;VERSG;;AfD
217;07.03.2021;Kenzingen;Der BS beleidigte die GS (Mitglieder der Partei AfD), die mit einem Wahlwerbefahrzeug unterwegs waren und Wahlplakate aufhingen.;1;Nicht zuzuordnen;§185 StGB;Beleidigung;AfD
218;26.03.2021;Laupheim;"Der BS beleidigte in einer E-Mail den GS (Ministerpräsident BY) mit dem Betreff: ""Corona"" u.a. und den Worten ""Sie sind der geldgeile machtgierige Abschaum den die Menschheit seit langem wieder erlebt hat"". cov#19.";1;Nicht zuzuordnen;§185 StGB;Beleidigung;CSU
219;25.02.2021;Mannheim;"Der BS (Grünen) beleidigte die GS seit 2019 mit den Worten ""Kriegstreiber"", ""Du Drecknazi"" und ""Waffen SS Nazi"" sowie ""seid ihr jetzt zufrieden mit eurem Faschismus? Perverses Schwein"".";1;Nicht zuzuordnen;§185 StGB;Beleidigung;Bündnis 90/Die Grünen
220;04.03.2021;Markgröningen;"UT beschädigten das Wahlplakat auf dem der Kandidat der Partei ""AfD"" abgebildet ist mit den Worten ""FCK NZS"".";0;Links;§303 StGB;Sachbeschädigung;AfD
221;13.03.2021;Reutlingen;Am 13.03.2021 fanden auf dem Reutlinger Marktplatz anlässlich der Landtagswahl Wahlkampfveranstaltung in Form von Informations- Stände statt. Im Zeitraum 10:00 Uhr bis 13:00 Uhr betrieb unteranderem auch die AfD einen Infostand. Gegen 11:00 Uhr versammelten sich circa 30 Personen, welche dem linken Spektrum zuzuordnen sind. Die Gruppierung lief mit Bannern und Sprechchören auf den Info-Stand der AfD in aufrührerischer Weise zu und musste zurückgedrängt werden. Hierbei kam es zu mehreren kleinen Rangeleien. Der bislang namentlich nicht bekannte Veranstalter/ Leiter der Versammlung verstieß gegen die Anmeldepflicht.;0;Links;VERSG;;AfD
